playername;playerteam;age
Kevin Durant;Bulls;30
Charles Barkley;Hornets;30
Jamal Murray;Thunder;25
Allen Iverson;Pistons;33
Klay Thompson;Knicks;28
LeBron James;Bucks;20
Dwyane Wade;Pelicans;19
Jerry West;Pelicans;21
Yao Ming;Warriors;21
Chris Bosh;Grizzlies;22
Dennis Rodman;Blazers;41
Mugsy Bouges;Blazers;23
Kareem Abdul-Jabbar;Nuggets;35
Scottie Pippen;Pelicans;29
James Harden;Nets;36
Karl Anthony-Towns;Rockets;41
Vince carter;Bulls;39
David Robinson;Bucks;21
Blake Griffin;Bulls;37
DeAron Fox;Pacers;38
Dennis Rodman;Nets;22
Dirk Nowitzki;Hornets;30
Paul Pierce;Celtics;34
Scottie Pippen;Mavericks;34
CJ McCollum;Timberwolves;36
Russell Westbrook;Celtics;37
Steph Curry;Nets;28
George Gervin;Spurs;41
Yao Ming;76ers;40
Tracy McGrady;Hornets;31
Isiah Thomas;Bucks;21
Jerry West;Kings;28
Dominique Wilkins;Clippers;40
Kyrie irving;Pistons;27
Kareem Abdul-Jabbar;Nets;20
Joel Embiid;Thunder;41
Kobe Bryant;Magic;29
Kevin McHale;Raptors;40
Larry Bird;Clippers;39
Anthony Davis;Timberwolves;34
Jason Kidd;Bucks;29
Magic Johnson;Pelicans;30
Mugsy Bouges;Pacers;35
Wilt Chamberlain;Bulls;38
Vince carter;Grizzlies;28
Jason Kidd;Warriors;26
Wilt Chamberlain;Thunder;24
Kawhi Leonard;Grizzlies;20
Ray Allen;Cavaliers;26
Bill Russell;Lakers;38
Paul George;Cavaliers;18
Michael Jordan;Raptors;38
Klay Thompson;76ers;25
Steph Curry;Lakers;36
Steve Nash;Hornets;40
James Worthy;Knicks;26
Manute Bol;Heat;37
Kemba Walker;Warriors;18
Mugsy Bouges;Cavaliers;21
Kemba Walker;Blazers;26
Tim Duncan;Spurs;41
John Wall;Nets;22
Blake Griffin;Kings;34
Kyrie irving;Celtics;26
Nikola Jokic;Lakers;19
LeBron James;Rockets;30
Allen Iverson;Cavaliers;35
Chris Bosh;Celtics;27
Steph Curry;Rockets;31
DeAron Fox;Blazers;33
Karl Malone;Hornets;30
Rudy Gobert;Warriors;18
Dwyane Wade;Bulls;32
Wilt Chamberlain;Blazers;22
Paul Pierce;Grizzlies;21
Carmelo Anthony;Grizzlies;38
Kawhi Leonard;Hornets;35
Nikola Jokic;76ers;35
Dwight Howard;Heat;18
Manute Bol;Grizzlies;24
Hakeem Olajuwon;Raptors;35
CJ McCollum;Rockets;27
Paul Pierce;Heat;28
James Worthy;Knicks;24
Julius Erwing;Knicks;34
Dominique Wilkins;Pistons;24
Rudy Gobert;Clippers;22
Michael Jordan;Jazz;32
George Gervin;Hawks;21
Dominique Wilkins;Thunder;33
Kawhi Leonard;Jazz;38
Bradley Beal;76ers;21
Manute Bol;Suns;20
Rudy Gobert;Celtics;18
Julius Erwing;Magic;31
Dennis Rodman;Pelicans;18
Klay Thompson;Spurs;40
Karl Anthony-Towns;Thunder;31
Karl Anthony-Towns;Knicks;32
Scottie Pippen;Hornets;19
Damian Lillard;Grizzlies;35
Dominique Wilkins;Cavaliers;33
Dirk Nowitzki;Warriors;41
Moses Malone;Blazers;31
Tracy McGrady;Pelicans;25
Blake Griffin;Jazz;23
Elgin Baylor;76ers;27
Luka Doncic;Rockets;39
Dirk Nowitzki;Nets;31
DeMar DeRozan;Celtics;24
Donovan Mitchell;Wizards;21
James Worthy;Kings;20
Jason Kidd;Blazers;41
Moses Malone;Nuggets;29
Kemba Walker;Celtics;40
Bradley Beal;Cavaliers;41
Hakeem Olajuwon;Thunder;26
Steve Nash;Knicks;33
CJ McCollum;Hawks;28
Elgin Baylor;Clippers;22
Dwight Howard;Jazz;38
Dennis Rodman;Hornets;37
Kevin Garnett;Blazers;23
Ja Morant;Nets;35
Carmelo Anthony;Rockets;19
Kemba Walker;Wizards;27
Kawhi Leonard;Suns;18
Kobe Bryant;Nets;28
Charles Barkley;Bucks;25
Russell Westbrook;Clippers;21
Reggie Miller;Lakers;18
Kyrie irving;Timberwolves;35
Penny Hardaway;Heat;34
Vince carter;Bucks;29
Paul George;Cavaliers;38
Kevin McHale;Blazers;30
Wilt Chamberlain;Rockets;40
Reggie Miller;Celtics;29
Allen Iverson;Wizards;37
James Worthy;Mavericks;25
Jerry West;76ers;29
Charles Barkley;Pacers;31
DeAron Fox;Celtics;21
Scottie Pippen;Blazers;30
Russell Westbrook;Knicks;22
DeAron Fox;Grizzlies;33
Donovan Mitchell;Warriors;20
Moses Malone;Jazz;19
Mugsy Bouges;76ers;21
Charles Barkley;Mavericks;20
Anthony Davis;Bulls;20
Karl Anthony-Towns;Hornets;31
Allen Iverson;Celtics;27
Tracy McGrady;Spurs;38
Scottie Pippen;Hawks;33
Russell Westbrook;Bulls;38
Reggie Miller;Nets;39
Donovan Mitchell;Raptors;27
Jamal Murray;Blazers;19
Kareem Abdul-Jabbar;Pacers;19
Allen Iverson;Wizards;21
Steve Nash;Hawks;32
Charles Barkley;Magic;41
George Mikan;Mavericks;24
Rudy Gobert;Pacers;33
Russell Westbrook;Heat;21
Jason Kidd;Clippers;18
Damian Lillard;Nuggets;39
Paul Pierce;Suns;37
Kevin Garnett;Lakers;22
Luka Doncic;Lakers;36
David Robinson;Jazz;34
Karl Malone;Raptors;30
George Mikan;Bucks;39
Kevin McHale;Celtics;41
Karl Anthony-Towns;Celtics;21
Elgin Baylor;Blazers;21
Joel Embiid;Heat;26
Donovan Mitchell;Rockets;32
Patrick Ewing;Knicks;23
Tim Duncan;Grizzlies;29
Scottie Pippen;Pacers;34
Dwight Howard;76ers;23
Chris Paul;Timberwolves;19
Rudy Gobert;Hawks;23
Kevin Durant;Raptors;34
Paul George;Knicks;23
Dominique Wilkins;Cavaliers;20
Moses Malone;Nets;19
Scottie Pippen;Pacers;20
Kemba Walker;Bucks;30
Donovan Mitchell;Suns;26
Bradley Beal;Lakers;23
Penny Hardaway;Bulls;22
CJ McCollum;Nets;37
Penny Hardaway;Hawks;36
Scottie Pippen;Suns;34
Mugsy Bouges;Clippers;23
Elgin Baylor;Raptors;22
LeBron James;Warriors;25
Steve Nash;Bucks;35
Mugsy Bouges;Pacers;38
Nikola Jokic;Spurs;35
Julius Erwing;Magic;30
George Gervin;Jazz;23
Luka Doncic;Timberwolves;36
Devin Booker;Suns;21
Ray Allen;Lakers;31
Kevin McHale;Nuggets;37
Charles Barkley;Clippers;18
DeAron Fox;Warriors;32
Chris Bosh;Jazz;26
Kevin Durant;Jazz;31
Allen Iverson;Spurs;31
Penny Hardaway;Kings;24
David Robinson;Hornets;21
Moses Malone;Rockets;25
Jason Kidd;Pelicans;21
Patrick Ewing;Lakers;31
Kevin McHale;Bulls;20
Karl Malone;Rockets;40
Kawhi Leonard;Pelicans;39
Larry Bird;Mavericks;32
Luka Doncic;Blazers;33
Klay Thompson;Lakers;25
Bill Russell;Hornets;31
Yao Ming;Clippers;36
Devin Booker;Warriors;30
Luka Doncic;Rockets;31
Patrick Ewing;Grizzlies;33
Kevin Durant;Raptors;39
Klay Thompson;Bulls;28
Scottie Pippen;Clippers;38
Kobe Bryant;Nuggets;27
Damian Lillard;Knicks;38
Wilt Chamberlain;Wizards;36
Kevin McHale;Spurs;21
David Robinson;Nuggets;39
Chris Paul;Nets;36
Vince carter;76ers;27
Kyrie irving;Cavaliers;25
Penny Hardaway;Clippers;39
Devin Booker;Magic;19
George Gervin;Kings;26
David Robinson;Knicks;22
Jerry West;Magic;32
DeMar DeRozan;Warriors;40
Chris Paul;Mavericks;40
Vince carter;Grizzlies;40
Donovan Mitchell;Pacers;28
Moses Malone;Mavericks;41
Anthony Davis;Pacers;18
Michael Jordan;76ers;33
CJ McCollum;Lakers;41
Nikola Jokic;Wizards;22
Dennis Rodman;Rockets;18
Vince carter;Bucks;32
Russell Westbrook;Kings;33
George Gervin;Nuggets;33
Isiah Thomas;Nuggets;38
Kemba Walker;Jazz;28
Kevin Durant;Blazers;40
Jason Kidd;Mavericks;32
Damian Lillard;Clippers;22
Karl Anthony-Towns;Mavericks;26
Vince carter;Nets;22
Paul Pierce;Nets;18
Dirk Nowitzki;Spurs;39
Damian Lillard;Rockets;39
Julius Erwing;Spurs;34
Dwyane Wade;Cavaliers;23
David Robinson;Spurs;18
Steve Nash;Heat;27
Tim Duncan;Pistons;36
Moses Malone;Pistons;29
Tracy McGrady;Blazers;41
Moses Malone;Magic;35
Yao Ming;Pacers;26
Wilt Chamberlain;Clippers;20
Karl Anthony-Towns;Nets;19
Charles Barkley;Hornets;26
Allen Iverson;Timberwolves;32
Moses Malone;Kings;23
Chris Bosh;Jazz;26
Chris Paul;Spurs;33
Kobe Bryant;Blazers;34
David Robinson;Mavericks;41
James Harden;Lakers;18
Giannis Antetokounmpo;Wizards;34
DeAron Fox;Rockets;39
Julius Erwing;Raptors;18
James Worthy;Lakers;35
Kevin McHale;Blazers;34
Dwight Howard;Hornets;30
Dennis Rodman;Hawks;35
John Wall;Blazers;34
Allen Iverson;Pacers;33
LeBron James;Hornets;20
Julius Erwing;Celtics;35
DeMar DeRozan;Bucks;23
Elgin Baylor;Magic;23
DeMar DeRozan;Timberwolves;29
Dwight Howard;Bucks;36
Jason Kidd;Blazers;32
Jerry West;Grizzlies;33
David Robinson;Mavericks;37
George Mikan;Suns;32
Jamal Murray;Pistons;37
Dirk Nowitzki;Spurs;36
DeMar DeRozan;Blazers;23
Wilt Chamberlain;Jazz;24
Mugsy Bouges;Hawks;18
David Robinson;Pistons;38
John Stockton;Bucks;30
Nikola Jokic;Thunder;34
Michael Jordan;Thunder;36
Kevin McHale;Magic;33
Tim Duncan;Heat;25
Rudy Gobert;Hornets;33
DeMar DeRozan;Raptors;34
Larry Bird;Grizzlies;39
Anthony Davis;Bulls;38
Donovan Mitchell;Nets;23
Rudy Gobert;Grizzlies;25
Scottie Pippen;Grizzlies;33
Ja Morant;Pacers;30
CJ McCollum;Cavaliers;40
Carmelo Anthony;Grizzlies;37
CJ McCollum;Hawks;29
Kevin McHale;Suns;25
Dirk Nowitzki;Lakers;31
Luka Doncic;Raptors;20
Nikola Jokic;Pelicans;24
Kevin Garnett;Magic;26
Bill Russell;Nets;30
Nikola Jokic;Raptors;41
Hakeem Olajuwon;Rockets;41
Anthony Davis;Nets;18
Elgin Baylor;Pacers;38
Patrick Ewing;Thunder;21
Devin Booker;Bucks;26
Russell Westbrook;Hornets;23
Patrick Ewing;Bucks;18
Charles Barkley;Rockets;35
Yao Ming;Raptors;41
Shaquille Oneal;Pistons;24
Reggie Miller;Thunder;18
Carmelo Anthony;Knicks;26
Kevin Garnett;Lakers;24
Reggie Miller;Timberwolves;36
Larry Bird;Pelicans;31
Paul Pierce;Lakers;38
Dirk Nowitzki;Pelicans;18
Chris Bosh;Pelicans;20
Ray Allen;Rockets;30
Shaquille Oneal;Bulls;36
Steph Curry;Pelicans;23
Tim Duncan;Hawks;27
Anthony Davis;Pelicans;19
Kemba Walker;Bulls;25
Giannis Antetokounmpo;Mavericks;33
Giannis Antetokounmpo;Hornets;30
George Gervin;Bulls;18
Kareem Abdul-Jabbar;Pelicans;37
DeAron Fox;Wizards;34
Penny Hardaway;76ers;31
Vince carter;Pacers;23
Reggie Miller;Magic;32
Chris Paul;Cavaliers;22
Paul Pierce;Raptors;25
Dominique Wilkins;Cavaliers;31
Blake Griffin;Pelicans;35
Jerry West;Rockets;24
Michael Jordan;Bucks;25
Dominique Wilkins;Suns;25
Paul George;Pacers;31
Ray Allen;Kings;33
CJ McCollum;Rockets;19
Russell Westbrook;Magic;36
Steve Nash;Knicks;22
LeBron James;Timberwolves;36
Julius Erwing;Blazers;18
Kevin Durant;Hawks;27
Vince carter;Wizards;40
Larry Bird;Magic;24
Chris Bosh;Spurs;27
Kawhi Leonard;Bulls;19
Devin Booker;Clippers;28
Kevin Garnett;Pelicans;21
Tracy McGrady;Pacers;37
Isiah Thomas;Spurs;29
Larry Bird;Lakers;26
Nikola Jokic;Pelicans;41
John Stockton;Bulls;21
John Stockton;Lakers;33
Tim Duncan;Pacers;31
John Stockton;Bucks;27
Wilt Chamberlain;Warriors;28
Jerry West;Kings;41
Dirk Nowitzki;Hornets;31
Isiah Thomas;Mavericks;32
Chris Paul;Nets;29
Magic Johnson;Spurs;30
Dirk Nowitzki;Raptors;18
Dwyane Wade;Magic;33
Kobe Bryant;Jazz;30
CJ McCollum;Spurs;41
Donovan Mitchell;Nuggets;29
Kevin Garnett;Blazers;22
Donovan Mitchell;Rockets;37
Donovan Mitchell;Hornets;32
Ja Morant;Clippers;22
Giannis Antetokounmpo;Heat;40
Rudy Gobert;Blazers;27
Scottie Pippen;Hornets;25
Reggie Miller;Wizards;37
Bill Russell;Magic;36
George Gervin;Warriors;29
Jamal Murray;Hornets;25
Isiah Thomas;Hawks;40
Devin Booker;Blazers;32
Jason Kidd;Pelicans;36
Rudy Gobert;Pacers;24
Dennis Rodman;Mavericks;20
Steph Curry;Knicks;19
Russell Westbrook;Rockets;41
Reggie Miller;Bulls;27
Nikola Jokic;Heat;23
Anthony Davis;Bucks;33
Reggie Miller;Cavaliers;35
LeBron James;Pacers;26
Kawhi Leonard;Pacers;37
Moses Malone;Timberwolves;31
James Harden;Hawks;37
Tracy McGrady;Lakers;26
Chris Paul;Mavericks;24
Tracy McGrady;Wizards;40
Dennis Rodman;Rockets;35
James Worthy;Grizzlies;37
Hakeem Olajuwon;Pistons;32
Luka Doncic;Bucks;21
Hakeem Olajuwon;Jazz;19
Devin Booker;Thunder;41
Dirk Nowitzki;Magic;29
Larry Bird;76ers;32
Dwyane Wade;Warriors;22
Manute Bol;Lakers;19
Joel Embiid;Mavericks;20
Kevin Garnett;Bulls;30
Tracy McGrady;Timberwolves;30
Rudy Gobert;Raptors;33
Luka Doncic;Blazers;18
Kyrie irving;Wizards;19
CJ McCollum;Wizards;22
Shaquille Oneal;Heat;21
Yao Ming;Bulls;20
Jerry West;Pelicans;24
Paul Pierce;Magic;41
Chris Bosh;Spurs;27
Russell Westbrook;Lakers;26
Jamal Murray;Raptors;38
Luka Doncic;Celtics;25
George Gervin;Cavaliers;24
CJ McCollum;Bulls;31
Dennis Rodman;Thunder;22
Dominique Wilkins;Celtics;28
Reggie Miller;Bulls;39
Ja Morant;Raptors;23
Nikola Jokic;Cavaliers;36
Tracy McGrady;Hawks;33
Kobe Bryant;Hornets;30
Carmelo Anthony;76ers;41
Dennis Rodman;Clippers;28
Anthony Davis;Lakers;32
Mugsy Bouges;Lakers;37
Dwight Howard;Hawks;24
Tim Duncan;Jazz;33
Elgin Baylor;Clippers;24
Joel Embiid;Bucks;26
Manute Bol;Nets;30
Dominique Wilkins;Warriors;30
David Robinson;Cavaliers;26
Penny Hardaway;Celtics;28
Steve Nash;Rockets;37
Kevin Garnett;Spurs;21
Chris Paul;Nets;33
Moses Malone;Nuggets;21
LeBron James;Thunder;26
Tim Duncan;Blazers;24
Isiah Thomas;Heat;34
Nikola Jokic;Kings;24
Luka Doncic;Warriors;28
Yao Ming;Timberwolves;27
Devin Booker;Nuggets;28
Bradley Beal;Wizards;18
Anthony Davis;76ers;35
George Mikan;Jazz;23
Charles Barkley;Suns;28
James Harden;Hornets;22
Reggie Miller;Magic;21
Steve Nash;Magic;21
George Gervin;Jazz;36
Larry Bird;Suns;37
Donovan Mitchell;Hawks;37
CJ McCollum;Heat;30
Larry Bird;Nets;36
Bill Russell;Grizzlies;33
Ray Allen;Heat;40
Dominique Wilkins;Clippers;27
Tracy McGrady;Spurs;36
DeMar DeRozan;Nuggets;41
Carmelo Anthony;Cavaliers;37
Vince carter;Suns;26
Ja Morant;Mavericks;27
James Harden;Bucks;39
Anthony Davis;Rockets;24
Luka Doncic;Pistons;25
Damian Lillard;Grizzlies;26
Joel Embiid;Spurs;35
Kyrie irving;Magic;18
DeMar DeRozan;Timberwolves;22
Karl Malone;Blazers;29
Nikola Jokic;Jazz;39
Elgin Baylor;Mavericks;41
Charles Barkley;Hornets;29
Joel Embiid;Knicks;30
David Robinson;Grizzlies;21
Karl Anthony-Towns;Heat;21
Elgin Baylor;Heat;32
Ray Allen;Magic;32
Allen Iverson;76ers;18
Kyrie irving;Rockets;22
Steve Nash;Grizzlies;33
Manute Bol;Blazers;23
Charles Barkley;Blazers;30
Klay Thompson;Pelicans;20
John Stockton;Nuggets;25
Manute Bol;Nuggets;22
James Harden;Timberwolves;28
Penny Hardaway;Lakers;27
Wilt Chamberlain;Blazers;32
Nikola Jokic;Magic;23
Magic Johnson;Raptors;35
Jason Kidd;Lakers;31
Yao Ming;Pelicans;32
Devin Booker;Nets;35
Charles Barkley;Nets;32
Shaquille Oneal;Grizzlies;36
Manute Bol;Blazers;22
Karl Malone;Nuggets;29
Kawhi Leonard;Pistons;25
Patrick Ewing;Nets;31
Dwyane Wade;Hornets;27
Dennis Rodman;Nets;22
Patrick Ewing;Hornets;37
Paul George;Celtics;27
Magic Johnson;Thunder;19
Steph Curry;Grizzlies;39
Jamal Murray;Celtics;36
Karl Malone;Bucks;31
Tim Duncan;Pistons;40
Steve Nash;Nets;30
Blake Griffin;Pelicans;23
Paul Pierce;76ers;40
Tim Duncan;Cavaliers;26
Shaquille Oneal;Lakers;25
Paul Pierce;Bulls;25
Shaquille Oneal;Thunder;32
Blake Griffin;Pacers;33
David Robinson;Bucks;34
Larry Bird;Timberwolves;34
Bradley Beal;Grizzlies;33
Bill Russell;Clippers;36
Dennis Rodman;Bulls;38
Kevin Garnett;Hawks;25
Ja Morant;Magic;37
James Worthy;Nets;20
LeBron James;Pelicans;30
Kobe Bryant;Spurs;23
Bradley Beal;Suns;33
Hakeem Olajuwon;Bucks;28
Chris Bosh;Lakers;35
Wilt Chamberlain;Kings;37
Karl Malone;Rockets;30
CJ McCollum;Celtics;41
Rudy Gobert;Rockets;23
Giannis Antetokounmpo;Pacers;19
Tim Duncan;Wizards;27
Hakeem Olajuwon;Wizards;18
DeAron Fox;Nuggets;23
Jamal Murray;Timberwolves;37
Joel Embiid;Pelicans;27
DeMar DeRozan;Timberwolves;39
Manute Bol;Wizards;36
Jason Kidd;Hawks;35
Kevin McHale;Kings;36
Mugsy Bouges;Hornets;19
Dwight Howard;Hawks;28
Wilt Chamberlain;Magic;30
Kawhi Leonard;Lakers;34
Dominique Wilkins;Grizzlies;22
Ja Morant;Celtics;24
CJ McCollum;Celtics;18
Scottie Pippen;Kings;22
David Robinson;Mavericks;32
Blake Griffin;Bulls;29
Blake Griffin;Kings;30
Shaquille Oneal;Bucks;25
Mugsy Bouges;Grizzlies;36
LeBron James;Pacers;32
James Worthy;Kings;34
Shaquille Oneal;Thunder;18
John Stockton;Nets;31
Dwyane Wade;Timberwolves;40
Karl Malone;76ers;18
Mugsy Bouges;Pistons;40
Yao Ming;Blazers;26
Shaquille Oneal;Hornets;31
Elgin Baylor;Knicks;37
DeAron Fox;Nets;27
David Robinson;Nets;37
Dominique Wilkins;76ers;28
Kawhi Leonard;Spurs;20
Patrick Ewing;Lakers;18
Jamal Murray;Bulls;33
Manute Bol;Cavaliers;40
Dennis Rodman;Pacers;38
Devin Booker;Bulls;28
Luka Doncic;Clippers;20
Allen Iverson;Clippers;40
Anthony Davis;Pistons;28
Dwight Howard;Rockets;34
Carmelo Anthony;Magic;22
Michael Jordan;Mavericks;24
John Stockton;Rockets;18
Patrick Ewing;Rockets;39
Jamal Murray;Magic;25
LeBron James;Kings;27
CJ McCollum;Hawks;20
Paul Pierce;Bulls;33
Bill Russell;Thunder;24
Karl Anthony-Towns;Celtics;36
Kyrie irving;76ers;25
Kobe Bryant;Celtics;35
Isiah Thomas;Clippers;30
Larry Bird;Hawks;35
Allen Iverson;Heat;32
Charles Barkley;76ers;36
Damian Lillard;Nets;29
Wilt Chamberlain;Spurs;32
Joel Embiid;Lakers;20
Steve Nash;Rockets;20
Kawhi Leonard;Thunder;26
Shaquille Oneal;Hornets;32
Paul George;Magic;34
Steph Curry;Pacers;36
CJ McCollum;Heat;21
Carmelo Anthony;Pacers;32
Damian Lillard;Hornets;22
Yao Ming;Blazers;34
Yao Ming;Nuggets;22
DeMar DeRozan;Pacers;34
Jason Kidd;Hawks;25
Dominique Wilkins;Thunder;24
James Harden;Celtics;36
Kevin Durant;Bulls;18
DeMar DeRozan;Raptors;38
Jerry West;Jazz;23
Donovan Mitchell;Pelicans;27
Paul Pierce;Suns;18
Shaquille Oneal;Grizzlies;41
Giannis Antetokounmpo;Lakers;30
Jamal Murray;Cavaliers;40
Tim Duncan;Raptors;19
Damian Lillard;Clippers;36
Bradley Beal;Grizzlies;41
Kyrie irving;Knicks;38
Donovan Mitchell;Pacers;29
Penny Hardaway;Cavaliers;27
James Harden;Blazers;26
Patrick Ewing;Magic;41
Isiah Thomas;Kings;26
Kawhi Leonard;Spurs;28
Michael Jordan;Knicks;36
Magic Johnson;Suns;25
Allen Iverson;Pistons;31
Paul George;Bulls;35
Rudy Gobert;Bucks;30
Nikola Jokic;Nuggets;34
Julius Erwing;76ers;37
CJ McCollum;Hawks;23
David Robinson;Thunder;29
Karl Malone;Warriors;39
Klay Thompson;Clippers;31
DeAron Fox;Nets;21
Karl Malone;Nuggets;35
Bill Russell;Mavericks;22
Kyrie irving;Celtics;34
Paul Pierce;76ers;20
Reggie Miller;Cavaliers;35
Damian Lillard;Cavaliers;19
Kobe Bryant;Bulls;26
Paul Pierce;Nets;24
Elgin Baylor;76ers;39
Isiah Thomas;Spurs;34
Mugsy Bouges;Hornets;24
Mugsy Bouges;Kings;36
Patrick Ewing;Spurs;31
George Mikan;Hornets;37
Magic Johnson;Pistons;18
Karl Anthony-Towns;Cavaliers;26
Luka Doncic;Grizzlies;31
Karl Anthony-Towns;Cavaliers;33
Steve Nash;Warriors;29
Rudy Gobert;Celtics;33
Magic Johnson;Pacers;27
Kyrie irving;Mavericks;23
CJ McCollum;Pistons;31
LeBron James;Celtics;24
George Gervin;Lakers;31
Jason Kidd;Clippers;20
Vince carter;Bulls;29
Kevin Garnett;Raptors;20
Larry Bird;Bulls;32
Rudy Gobert;Blazers;24
Donovan Mitchell;Nets;22
Isiah Thomas;Rockets;41
DeAron Fox;76ers;19
Joel Embiid;Heat;37
Dwight Howard;Cavaliers;36
DeAron Fox;Blazers;22
Kevin McHale;Blazers;22
Dwight Howard;Bucks;22
Dennis Rodman;Timberwolves;34
Carmelo Anthony;76ers;20
Steve Nash;76ers;40
Karl Anthony-Towns;Warriors;35
Devin Booker;Hawks;29
Steph Curry;Pelicans;28
Dwyane Wade;Bulls;23
Isiah Thomas;Spurs;34
Steve Nash;Knicks;29
Paul George;Suns;32
James Harden;Spurs;24
Paul George;Pacers;29
DeAron Fox;Pacers;25
David Robinson;Blazers;30
Jason Kidd;Nets;23
Jason Kidd;Mavericks;35
Joel Embiid;Kings;26
Paul George;Heat;21
Joel Embiid;Suns;32
Paul George;Hornets;36
Kemba Walker;Thunder;31
Yao Ming;Rockets;41
Chris Bosh;Heat;34
Jerry West;Kings;19
DeMar DeRozan;Suns;21
Hakeem Olajuwon;Pelicans;22
Paul Pierce;Knicks;29
Mugsy Bouges;Jazz;18
Kevin Durant;Thunder;38
Bill Russell;Knicks;41
Chris Bosh;Raptors;21
Damian Lillard;Warriors;19
Tim Duncan;76ers;18
Joel Embiid;Wizards;28
Dwight Howard;Magic;21
Carmelo Anthony;Jazz;36
Dennis Rodman;Kings;22
Magic Johnson;Kings;39
Paul Pierce;Rockets;35
Donovan Mitchell;Warriors;20
DeAron Fox;Rockets;28
James Harden;Celtics;23
Blake Griffin;Rockets;19
Wilt Chamberlain;Celtics;41
Tim Duncan;Jazz;22
Steve Nash;76ers;32
John Wall;Magic;34
Reggie Miller;Rockets;35
James Harden;Hornets;33
James Worthy;Nuggets;27
Kevin Garnett;Jazz;29
Shaquille Oneal;Nets;36
Damian Lillard;Clippers;28
CJ McCollum;Heat;28
Ray Allen;Clippers;26
Kareem Abdul-Jabbar;Pelicans;26
Yao Ming;Bulls;21
John Stockton;Mavericks;22
Bradley Beal;Knicks;39
Dominique Wilkins;Heat;21
Larry Bird;Timberwolves;34
Kevin McHale;Pistons;28
Dirk Nowitzki;Raptors;38
Steve Nash;Pacers;19
Dennis Rodman;Kings;40
Devin Booker;Knicks;29
Nikola Jokic;Jazz;41
DeMar DeRozan;Jazz;32
Hakeem Olajuwon;Bucks;24
Damian Lillard;Timberwolves;31
Magic Johnson;Spurs;35
Luka Doncic;Suns;26
Anthony Davis;Kings;35
Chris Paul;Nuggets;39
Dwyane Wade;Nets;32
Kevin McHale;Spurs;38
Charles Barkley;Wizards;28
Jamal Murray;Pistons;35
Wilt Chamberlain;Heat;38
Kemba Walker;Lakers;23
Klay Thompson;Kings;31
Shaquille Oneal;Blazers;30
Tim Duncan;Nuggets;41
Donovan Mitchell;Heat;19
Jason Kidd;Thunder;30
Devin Booker;Knicks;40
Ja Morant;Bucks;39
Kareem Abdul-Jabbar;Pistons;31
Shaquille Oneal;Wizards;19
Dennis Rodman;Heat;38
Vince carter;Celtics;36
David Robinson;Nuggets;33
Kareem Abdul-Jabbar;Bucks;36
Blake Griffin;Clippers;41
Luka Doncic;Magic;33
Luka Doncic;Kings;30
John Stockton;Heat;37
Patrick Ewing;Grizzlies;32
Carmelo Anthony;Heat;35
David Robinson;Nets;20
Dwyane Wade;Pacers;34
Bill Russell;Hornets;26
Tim Duncan;Celtics;33
James Worthy;Magic;38
Bradley Beal;Magic;28
Chris Paul;Grizzlies;25
Penny Hardaway;Raptors;20
Kyrie irving;Knicks;22
Ray Allen;Kings;35
Kevin McHale;Heat;30
James Harden;Celtics;24
Klay Thompson;Pistons;35
John Stockton;Timberwolves;39
Blake Griffin;Nets;30
Reggie Miller;Wizards;39
Kareem Abdul-Jabbar;Heat;26
CJ McCollum;Knicks;23
Klay Thompson;Blazers;20
Chris Bosh;Heat;20
John Wall;Rockets;26
Hakeem Olajuwon;Thunder;36
Vince carter;Timberwolves;27
Scottie Pippen;Warriors;27
Donovan Mitchell;Nets;41
Moses Malone;Wizards;37
Kyrie irving;Wizards;18
Luka Doncic;Thunder;40
Kobe Bryant;Mavericks;19
Luka Doncic;Clippers;18
Klay Thompson;Nets;35
Tim Duncan;Lakers;36
Penny Hardaway;Knicks;32
Dwight Howard;Lakers;34
Allen Iverson;Nets;34
Tim Duncan;Knicks;38
Tim Duncan;Bucks;34
Yao Ming;Suns;21
Kobe Bryant;Timberwolves;20
Elgin Baylor;Nets;33
Isiah Thomas;Thunder;24
Blake Griffin;Heat;24
DeAron Fox;Knicks;25
Ja Morant;Lakers;26
James Harden;Clippers;31
David Robinson;Nuggets;18
George Mikan;Knicks;37
James Worthy;Bulls;39
Jason Kidd;Raptors;29
DeMar DeRozan;Hawks;20
Dennis Rodman;Pelicans;26
Blake Griffin;Knicks;37
Wilt Chamberlain;Magic;34
Chris Paul;Knicks;33
Paul George;Magic;19
Isiah Thomas;Knicks;38
Elgin Baylor;76ers;20
DeMar DeRozan;Rockets;25
Karl Malone;Clippers;29
Anthony Davis;Bucks;26
Russell Westbrook;Magic;36
Klay Thompson;Mavericks;33
